stream_m3s,day,month,year,date,streamflow
9.061376,1,1,1948,1948-01-01,0.06156445697030699
9.344543999999999,2,1,1948,1948-01-02,0.06348834625062909
10.194048,3,1,1948,1948-01-03,0.06926001409159538
9.91088,4,1,1948,1948-01-04,0.06733612481127328
9.91088,5,1,1948,1948-01-05,0.06733612481127328
9.627712,6,1,1948,1948-01-06,0.0654122355309512
9.344543999999999,7,1,1948,1948-01-07,0.06348834625062909
9.627712,8,1,1948,1948-01-08,0.0654122355309512
10.194048,9,1,1948,1948-01-09,0.06926001409159538
9.91088,10,1,1948,1948-01-10,0.06733612481127328
9.627712,11,1,1948,1948-01-11,0.0654122355309512
9.627712,12,1,1948,1948-01-12,0.0654122355309512
9.91088,13,1,1948,1948-01-13,0.06733612481127328
9.627712,14,1,1948,1948-01-14,0.0654122355309512
9.061376,15,1,1948,1948-01-15,0.06156445697030699
8.778208,16,1,1948,1948-01-16,0.059640567689984894
9.061376,17,1,1948,1948-01-17,0.06156445697030699
9.061376,18,1,1948,1948-01-18,0.06156445697030699
8.49504,19,1,1948,1948-01-19,0.0577166784096628
8.49504,20,1,1948,1948-01-20,0.0577166784096628
8.778208,21,1,1948,1948-01-21,0.059640567689984894
8.49504,22,1,1948,1948-01-22,0.0577166784096628
8.49504,23,1,1948,1948-01-23,0.0577166784096628
8.211872,24,1,1948,1948-01-24,0.055792789129340714
8.211872,25,1,1948,1948-01-25,0.055792789129340714
7.928704,26,1,1948,1948-01-26,0.05386889984901862
7.928704,27,1,1948,1948-01-27,0.05386889984901862
7.645536,28,1,1948,1948-01-28,0.05194501056869653
7.645536,29,1,1948,1948-01-29,0.05194501056869653
7.362368,30,1,1948,1948-01-30,0.05002112128837444
7.0792,31,1,1948,1948-01-31,0.04809723200805235
7.0792,1,2,1948,1948-02-01,0.04809723200805235
7.362368,2,2,1948,1948-02-02,0.05002112128837444
7.0792,3,2,1948,1948-02-03,0.04809723200805235
7.0792,4,2,1948,1948-02-04,0.04809723200805235
6.937616,5,2,1948,1948-02-05,0.0471352873678913
6.937616,6,2,1948,1948-02-06,0.0471352873678913
6.796032,7,2,1948,1948-02-07,0.04617334272773025
6.937616,8,2,1948,1948-02-08,0.0471352873678913
6.796032,9,2,1948,1948-02-09,0.04617334272773025
6.5128639999999995,10,2,1948,1948-02-10,0.044249453447408146
6.5128639999999995,11,2,1948,1948-02-11,0.044249453447408146
6.6544479999999995,12,2,1948,1948-02-12,0.045211398087569195
6.5128639999999995,13,2,1948,1948-02-13,0.044249453447408146
11.043552,14,2,1948,1948-02-14,0.07503168193256164
25.48512,15,2,1948,1948-02-15,0.17315003522898842
