stream_m3s,day,month,year,date,streamflow
4.105936,1,1,1948,1948-01-01,0.04739453987254679
7.928704,2,1,1948,1948-01-02,0.09152049078836623
6.5128639999999995,3,1,1948,1948-01-03,0.0751775460047294
2.3219776,4,1,1948,1948-01-04,0.026802429445164394
9.344543999999999,5,1,1948,1948-01-05,0.10786343557200304
10.477216,6,1,1948,1948-01-06,0.12093779139891252
7.928704,7,1,1948,1948-01-07,0.09152049078836623
8.778208,8,1,1948,1948-01-08,0.10132625765854832
15.857408,9,1,1948,1948-01-09,0.18304098157673246
2.7184128,10,1,1948,1948-01-10,0.0313784539845827
0.48138559999999997,11,1,1948,1948-01-11,0.00555660122643652
10.194048,12,1,1948,1948-01-12,0.11766920244218515
11.32672,13,1,1948,1948-01-13,0.13074355826909462
8.778208,14,1,1948,1948-01-14,0.10132625765854832
7.928704,15,1,1948,1948-01-15,0.09152049078836623
7.362368,16,1,1948,1948-01-16,0.0849833128749115
2.6051456,17,1,1948,1948-01-17,0.03007101840189176
3.0015808,18,1,1948,1948-01-18,0.03464704294131007
7.645536,19,1,1948,1948-01-19,0.08825190183163886
9.061376,20,1,1948,1948-01-20,0.10459484661527568
4.95544,21,1,1948,1948-01-21,0.05720030674272889
3.4546495999999998,22,1,1948,1948-01-22,0.039876785272073854
11.043552,23,1,1948,1948-01-23,0.12747496931236724
1.274256,24,1,1948,1948-01-24,0.014708650305273144
0.566336,25,1,1948,1948-01-25,0.00653717791345473
8.49504,26,1,1948,1948-01-26,0.09805766870182095
8.211872,27,1,1948,1948-01-27,0.09478907974509358
7.928704,28,1,1948,1948-01-28,0.09152049078836623
6.37128,29,1,1948,1948-01-29,0.07354325152636572
6.5128639999999995,30,1,1948,1948-01-30,0.0751775460047294
3.822768,31,1,1948,1948-01-31,0.04412595091581943
0.8211872,1,2,1948,1948-02-01,0.009478907974509359
1.699008,2,2,1948,1948-02-02,0.019611533740364194
9.91088,3,2,1948,1948-02-03,0.11440061348545778
9.627712,4,2,1948,1948-02-04,0.11113202452873042
5.521776,5,2,1948,1948-02-05,0.06373748465618362
3.681184,6,2,1948,1948-02-06,0.04249165643745575
1.8689088,7,2,1948,1948-02-07,0.02157268711440061
0.5097024,8,2,1948,1948-02-08,0.005883460122109257
11.043552,9,2,1948,1948-02-09,0.12747496931236724
7.928704,10,2,1948,1948-02-10,0.09152049078836623
11.043552,11,2,1948,1948-02-11,0.12747496931236724
2.3219776,12,2,1948,1948-02-12,0.026802429445164394
4.24752,13,2,1948,1948-02-13,0.049028834350910475
0.5946528,14,2,1948,1948-02-14,0.006864036809127467
6.796032,15,2,1948,1948-02-15,0.07844613496145678
27.750464,16,2,1948,1948-02-16,0.3203217177592818
31.714816,17,2,1948,1948-02-17,0.3660819631534649
24.352448,18,2,1948,1948-02-18,0.2810986502785534
26.617791999999998,19,2,1948,1948-02-19,0.3072473619323723
20.954432,20,2,1948,1948-02-20,0.24187558279782503
30.015808,21,2,1948,1948-02-21,0.3464704294131007
14.724736,22,2,1948,1948-02-22,0.169966625749823
14.1584,23,2,1948,1948-02-23,0.16342944783636826
7.928704,24,2,1948,1948-02-24,0.09152049078836623
11.043552,25,2,1948,1948-02-25,0.12747496931236724
19.8500768,26,2,1948,1948-02-26,0.22912808586658828
6.5978144,27,2,1948,1948-02-27,0.0761581226917476
13.0540448,28,2,1948,1948-02-28,0.15068195090513153
0.566336,29,2,1948,1948-02-29,0.00653717791345473
9.4294944,1,3,1948,1948-03-01,0.10884401225902125
13.818598399999999,2,3,1948,1948-03-02,0.15950714108829542
9.5427616,3,3,1948,1948-03-03,0.11015144784171221
10.8170176,4,3,1948,1948-03-04,0.12486009814698533
12.7991936,5,3,1948,1948-03-05,0.1477402208440769
3.0298976,6,3,1948,1948-03-06,0.034973901836982804
2.0104928,7,3,1948,1948-03-07,0.023206981592764294
12.0629568,8,3,1948,1948-03-08,0.13924188955658576
